"","Gender","LateForSchool","PossessionsOwnRoom","ParentsBelieveStudyingMathematicsIsImportant","WorryThatMathsWillBeDifficult","StudyMathsMoreThan2ExtraHoursADay","FamiliarityWithMathsConceptsLinearEquation","MathsTeachingTeacherHelps","ThinksTeachersTreatStudentsFair","MakeFriendsEasily","ThinksSchoolIsWasteOfTime","CouldPerformWellIfIWanted","MathScore","ReadScore","ScienceScore"
"379101","Female","None  ","No","Strongly agree","Disagree","Sometimes",NA,"Most Lessons","Agree","Agree","Disagree","Strongly agree",543.5504,649.1142,605.3152
"379102","Male","One or two times  ","Yes","Agree","Agree","Sometimes",NA,"Every Lesson","Agree","Strongly agree","Disagree","Strongly agree",473.8355,468.3177,517.0086
"379103","Female","None  ","Yes",NA,"Strongly agree",NA,"Heard of it often","Every Lesson","Strongly agree","Strongly agree","Disagree","Disagree",486.9216,515.9084,491.1787
"379104","Male","One or two times  ","Yes","Strongly agree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,388.9313,523.6519,429.3547
"379105","Female","One or two times  ","Yes","Strongly agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,400.0701,421.862,420.4028
"379106","Female","None  ","No",NA,"Strongly agree",NA,"Heard of it once or twice","Never or Hardly Ever","Agree","Agree","Agree","Agree",357.8517,393.9023,394.3864
"379107","Male","None  ","Yes",NA,"Disagree",NA,"Know it well,  understand the concept","Every Lesson","Strongly agree","Strongly agree","Strongly disagree","Strongly agree",509.355,510.7406,526.6132
"379108","Male","None  ","No","Agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,521.3507,434.636,451.3614
"379109","Male","Three or four times  ","No","Strongly disagree","Disagree","Never or rarely",NA,"Most Lessons","Agree","Agree","Disagree","Agree",403.9648,403.2799,413.8754
"379110","Male","Three or four times  ","No","Strongly disagree","Disagree","Always or almost always",NA,"Some Lessons","Strongly disagree","Disagree","Agree","Strongly disagree",356.9949,323.4062,332.6557
"379111","Female","Three or four times  ","Yes","Agree","Agree","Never or rarely",NA,"Some Lessons","Agree","Agree","Strongly agree","Agree",420.1667,458.2415,394.3864
"379112","Female","None  ","Yes","Strongly agree","Agree","Never or rarely",NA,"Every Lesson","Agree","Strongly agree","Disagree","Strongly agree",539.1883,621.3133,619.6755
"379113","Female","None  ","No",NA,"Strongly agree",NA,"Know it well,  understand the concept","Most Lessons","Agree","Agree","Disagree","Strongly agree",496.4247,523.6132,494.6289
"379114","Male","None  ","Yes","Strongly agree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,480.2228,489.4088,469.7314
"379115","Female","One or two times  ","Yes","Strongly agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,378.8051,441.0049,414.4349
"379116","Female","None  ","Yes","Strongly agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,406.4574,448.1537,402.9653
"379117","Female","None  ","Yes","Strongly agree",NA,"Sometimes","Heard of it once or twice",NA,NA,NA,NA,NA,535.4494,548.7928,496.9601
"379118","Female","None  ","No","Agree","Strongly agree","Never or rarely",NA,"Every Lesson","Agree","Agree","Strongly disagree","Strongly agree",518.7023,610.9079,555.5203
"379119","Male","None  ","No",NA,"Disagree",NA,"Never heard of it","Some Lessons","Agree","Agree","Disagree","Agree",566.5291,536.7236,568.5752
"379120","Male","One or two times  ","No",NA,"Strongly disagree",NA,"Never heard of it","Most Lessons","Agree","Agree","Disagree","Disagree",613.7327,534.7989,564.8452
"379121","Male","Five or more times  ","No","Strongly agree",NA,NA,"Know it well,  understand the concept",NA,NA,NA,NA,NA,377.1693,340.8084,377.2286
"379122","Male","One or two times  ","Yes","Strongly agree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,430.4487,379.2216,364.4536
"379123","Male","One or two times  ","Yes","Disagree","Agree","Always or almost always",NA,"Never or Hardly Ever","Strongly disagree","Agree","Agree","Disagree",465.8903,416.4318,432.4319
"379124","Male","Five or more times  ","No",NA,"Strongly agree",NA,"Know it well,  understand the concept","Some Lessons","Disagree","Strongly disagree","Strongly agree","Strongly agree",469.9408,533.2752,470.0112
"379125","Female","None  ","No","Agree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,434.1876,418.6054,437.9336
"379126","Male","None  ","Yes","Agree","Agree","Often",NA,"Never or Hardly Ever","Strongly disagree","Strongly agree","Agree","Disagree",539.6557,526.8597,494.3491
"379127","Female","None  ","No",NA,"Disagree",NA,"Heard of it a few times","Every Lesson","Strongly agree","Strongly agree","Disagree","Agree",636.4776,662.8557,674.8788
"379128","Female","None  ","No",NA,"Strongly agree",NA,"Never heard of it","Every Lesson","Agree","Agree","Agree","Strongly agree",379.7398,448.392,369.9552
"379129","Male","None  ","Yes","Agree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,650.5764,584.5195,627.0421
"379130","Male","One or two times  ","Yes",NA,"Agree",NA,"Heard of it once or twice","Most Lessons","Agree","Agree","Agree","Disagree",455.0631,456.2885,426.837
"379131","Female","One or two times  ","Yes","Strongly agree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,497.5931,514.0815,517.6613
"379132","Male","One or two times  ","Yes",NA,"Agree",NA,"Heard of it a few times","Some Lessons","Strongly disagree","Strongly agree","Strongly agree","Strongly agree",384.9587,311.8582,435.8821
"379133","Female","None  ","Yes","Strongly agree","Agree","Sometimes",NA,"Most Lessons","Agree","Strongly agree","Strongly disagree","Strongly agree",401.3943,362.3682,397.2771
"379134","Female","One or two times  ","Yes","Strongly agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,345.155,325.2739,346.643
"379135","Female","One or two times  ","Yes",NA,"Agree",NA,"Know it well,  understand the concept","Every Lesson","Agree","Agree","Disagree","Agree",413.312,500.4987,391.4957
"379136","Male","Five or more times  ","Yes","Agree","Agree","Sometimes",NA,"Most Lessons","Agree","Agree","Disagree","Agree",504.1362,558.9375,562.9802
"379137","Male","Five or more times  ","Yes","Strongly agree","Strongly disagree","Sometimes",NA,"Every Lesson","Strongly agree","Strongly agree","Strongly disagree","Strongly agree",474.6923,449.6323,457.7956
"379138","Male","One or two times  ","Yes","Strongly agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,411.131,376.8959,418.8176
"379139","Female","None  ","Yes",NA,"Agree",NA,"Never heard of it","Never or Hardly Ever","Disagree","Agree","Agree","Agree",492.6079,524.1692,482.0403
"379140","Female","None  ","No",NA,"Disagree",NA,"Heard of it a few times","Most Lessons","Agree","Agree","Disagree","Agree",397.5775,363.0037,326.9675
"379141","Male","Three or four times  ","Yes","Agree","Disagree",NA,NA,"Every Lesson","Agree","Strongly agree","Agree","Agree",497.2036,442.896,416.5796
"379142","Male","One or two times  ","Yes","Agree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,402.8743,328.7792,401.4733
"379143","Male","Five or more times  ","No",NA,"Agree",NA,NA,"Every Lesson","Strongly agree","Agree","Disagree","Agree",410.8973,401.1949,434.2969
"379144","Male","None  ","Yes",NA,"Strongly agree",NA,"Never heard of it","Most Lessons","Agree","Agree","Strongly disagree","Agree",556.2471,561.5839,570.4401
"379145","Male","One or two times  ","Yes",NA,"Disagree",NA,"Heard of it once or twice","Every Lesson","Disagree","Agree","Disagree","Strongly agree",577.3563,538.8086,565.4979
"379146","Female","One or two times  ","No","Agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,447.2737,475.8751,533.7934
"379147","Male","One or two times  ","Yes","Strongly agree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,492.4521,503.6033,533.1406
"379148","Female","One or two times  ","Yes","Agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,520.6496,525.8372,524.655
"379149","Male","Five or more times  ","Yes","Agree","Disagree","Sometimes",NA,"Some Lessons","Agree","Agree","Disagree","Agree",378.182,366.7112,402.5923
"379150","Male","Five or more times  ","Yes","Agree","Disagree","Never or rarely",NA,"Most Lessons","Strongly agree","Strongly agree","Strongly disagree","Strongly agree",432.0065,483.4744,486.6095
"379151","Female","None  ","Yes","Agree","Agree","Sometimes",NA,"Every Lesson","Agree","Agree","Disagree","Strongly agree",521.3507,441.7992,483.9985
"379152","Female","One or two times  ","No",NA,"Strongly agree",NA,"Heard of it often","Every Lesson","Agree","Strongly agree","Disagree","Agree",370.6263,433.8561,381.5181
"379153","Male","Five or more times  ","Yes","Disagree",NA,"Sometimes","Never heard of it",NA,NA,NA,NA,NA,355.6707,359.1729,353.2637
"379154","Male","None  ","Yes","Strongly agree","Disagree","Never or rarely",NA,"Every Lesson","Strongly agree","Strongly agree","Strongly disagree","Strongly agree",423.0488,343.4548,438.9593
"379155","Male","Five or more times  ","Yes",NA,"Agree",NA,"Never heard of it","Most Lessons","Strongly agree","Agree","Strongly agree","Disagree",342.1172,349.6298,394.1999
"379156","Male","Five or more times  ","Yes","Strongly disagree","Strongly agree","Often",NA,"Never or Hardly Ever","Strongly disagree","Agree","Strongly disagree","Disagree",360.578,307.8485,345.7106
"379157","Male","One or two times  ","No",NA,"Agree",NA,"Never heard of it","Never or Hardly Ever","Disagree","Disagree","Disagree","Agree",541.6031,552.5219,589.3696
"379158","Male","Three or four times  ","Yes","Disagree","Agree","Never or rarely",NA,"Some Lessons","Disagree","Disagree","Agree","Disagree",370.6263,327.9773,365.6658
"379159","Male","None  ","Yes","Strongly agree","Agree","Sometimes",NA,"Most Lessons","Agree","Strongly agree","Disagree","Strongly agree",547.8346,454.6846,520.3655
"379160","Female","One or two times  ","Yes","Strongly agree","Strongly disagree","Never or rarely",NA,"Some Lessons","Agree","Strongly agree","Disagree","Agree",538.1757,508.4419,557.3853
"379161","Female","None  ","Yes",NA,"Agree",NA,"Heard of it a few times","Some Lessons","Agree","Disagree","Disagree","Agree",470.6418,523.6132,470.6639
"379162","Female","One or two times  ","Yes","Strongly agree","Agree","Sometimes",NA,"Some Lessons","Disagree","Strongly disagree","Strongly disagree","Agree",491.9847,563.2492,522.044
"379163","Female","None  ","Yes","Agree",NA,"Often","Heard of it once or twice",NA,NA,NA,NA,NA,470.6418,498.9101,490.8989
"379164","Female","None  ","Yes","Agree","Agree","Never or rarely",NA,"Most Lessons","Agree","Agree","Agree","Agree",514.0287,503.676,519.1533
"379165","Male","None  ","Yes","Agree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,584.0551,547.7102,560.5558
"379166","Male","Five or more times  ","Yes","Agree","Disagree","Never or rarely",NA,"Most Lessons","Strongly disagree","Agree","Disagree","Agree",604.6191,580.59,593.7523
"379167","Female","None  ","Yes","Strongly agree","Agree","Never or rarely",NA,"Every Lesson","Agree","Agree","Disagree","Strongly agree",482.4817,511.4602,497.8926
"379168","Female","None  ","Yes","Agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,438.3938,413.9984,416.0201
"379169","Female","None  ","No","Agree",NA,"Sometimes","Heard of it once or twice",NA,NA,NA,NA,NA,583.8994,509.2362,552.8161
"379170","Male","Three or four times  ","Yes","Agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,515.976,507.4526,530.2499
"379171","Female","Three or four times  ","Yes","Strongly agree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,551.6513,535.4484,551.5106
"379172","Female","One or two times  ","Yes","Strongly agree","Agree","Never or rarely",NA,"Some Lessons","Agree","Agree","Strongly disagree","Agree",608.2022,597.484,589.4629
"379173","Male","None  ","Yes",NA,"Agree",NA,"Never heard of it","Most Lessons","Agree","Agree","Strongly disagree","Agree",487.0774,518.2788,513.5584
"379174","Male","Five or more times  ","No","Agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,535.4494,467.2751,455.9306
"379175","Female","None  ","Yes","Strongly agree","Strongly agree","Never or rarely",NA,"Every Lesson","Agree","Agree","Strongly disagree","Strongly agree",549.2366,606.4597,682.3387
"379176","Female","None  ","No","Agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,663.9741,632.1954,617.251
"379177","Female","None  ","Yes",NA,"Agree",NA,"Know it well,  understand the concept","Most Lessons","Strongly agree","Strongly agree","Strongly disagree","Strongly agree",569.8006,585.0133,621.727
"379178","Male","None  ","Yes","Strongly agree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,478.5091,435.4379,490.8989
"379179","Male","Three or four times  ","Yes","Strongly agree","Disagree","Sometimes",NA,"Some Lessons","Disagree","Strongly agree","Disagree","Strongly agree",541.5252,453.0807,487.4487
"379180","Male","None  ","Yes",NA,"Agree",NA,"Never heard of it","Every Lesson","Disagree","Strongly agree","Strongly disagree","Agree",490.8942,493.8997,517.9411
"379181","Female","None  ","Yes",NA,"Strongly agree",NA,"Never heard of it","Never or Hardly Ever","Strongly agree","Strongly disagree","Disagree","Strongly disagree",496.4247,575.2433,548.7132
"379182","Male","Three or four times  ","No",NA,"Strongly agree",NA,"Heard of it once or twice","Every Lesson","Agree","Strongly agree","Agree","Strongly agree",406.0679,436.2399,408.84
"379183","Female","One or two times  ","Yes",NA,"Disagree",NA,"Heard of it a few times","Most Lessons","Agree","Agree","Disagree","Agree",668.5699,707.3371,677.6762
"379184","Female","Three or four times  ","Yes",NA,"Strongly agree",NA,"Heard of it a few times","Some Lessons","Strongly agree","Agree","Agree","Disagree",459.0357,421.1472,387.0198
"379185","Female","None  ","Yes",NA,"Disagree",NA,"Never heard of it","Every Lesson","Disagree","Agree","Strongly disagree","Strongly agree",589.8972,616.5475,629.4666
"379186","Female","One or two times  ","Yes","Agree",NA,"Always or almost always","Heard of it once or twice",NA,NA,NA,NA,NA,550.9503,479.9261,514.7706
"379187","Male","Three or four times  ","Yes","Agree","Strongly agree","Never or rarely",NA,"Never or Hardly Ever","Strongly disagree","Agree","Strongly agree","Disagree",565.7501,474.7332,540.8803
"379188","Female","None  ","Yes","Strongly agree",NA,"Sometimes","Never heard of it",NA,NA,NA,NA,NA,574.7858,595.816,660.8915
"379189","Female","None  ","Yes",NA,"Strongly disagree",NA,"Heard of it a few times","Most Lessons","Disagree","Agree","Disagree","Agree",665.9215,664.9209,672.0813
"379190","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699.0263,613.2291,619.116
"379191","Female","One or two times  ","Yes",NA,NA,NA,"Heard of it a few times","Never or Hardly Ever","Agree","Agree","Disagree","Disagree",591.3772,621.3133,570.2536
"379192","Male","One or two times  ","Yes","Agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,491.1279,512.6652,546.1954
"379193","Female","One or two times  ","Yes","Agree","Disagree","Never or rarely",NA,"Some Lessons","Agree","Agree","Disagree","Agree",694.9759,681.6015,691.3838
"379194","Male","Three or four times  ","Yes","Agree","Agree","Never or rarely",NA,"Most Lessons","Disagree","Agree","Disagree","Agree",636.5555,546.1063,631.7978
"379195","Female","None  ","Yes","Agree","Agree","Never or rarely",NA,"Some Lessons","Agree","Agree","Disagree","Agree",536.9294,519.6416,535.6583
"379196","Female","None  ","Yes",NA,"Agree",NA,"Heard of it often","Some Lessons","Agree","Agree","Disagree","Strongly agree",617.3937,606.9363,504.3267
"379197","Male","Five or more times  ","Yes","Strongly agree","Disagree","Never or rarely",NA,"Every Lesson","Strongly disagree","Agree","Disagree","Strongly agree",625.8841,495.8244,573.2376
"379198","Male","Five or more times  ","Yes",NA,"Disagree",NA,"Heard of it often","Most Lessons","Agree","Agree","Agree","Agree",660.391,515.6324,575.4756
"379199","Female","One or two times  ","Yes","Agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,548.6135,540.532,538.7355
"379200","Female","None  ","Yes","Strongly agree",NA,"Sometimes","Heard of it once or twice",NA,NA,NA,NA,NA,638.8924,543.4709,571.3726
"379201","Female","Five or more times  ","Yes","Strongly disagree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,556.2471,492.0791,538.7355
"379202","Male","None  ","Yes",NA,"Strongly disagree",NA,"Never heard of it","Every Lesson","Disagree","Strongly agree","Strongly disagree","Strongly agree",741.6342,665.8367,714.9758
"379203","Female","None  ","Yes","Strongly agree",NA,"Sometimes","Never heard of it",NA,NA,NA,NA,NA,650.3427,579.9298,571.3726
"379204","Female","One or two times  ","Yes",NA,"Strongly disagree",NA,"Know it well,  understand the concept","Most Lessons","Disagree","Strongly agree","Strongly disagree","Disagree",561.7775,533.8598,535.6583
